year,movie,actor,dialogue,englishDialogue
2009,Team: The Force,Mushtaq Khan,Udhaar lene waale ko ek saal bhi ek din ke barabar lagta hai ... lekin udhaar dene waale ko ek din bhi saal bhar ke barabar lagta hai,A year feels like a day for the one who takes the loan ... and a day feels like a year for the one who gives the loan
2009,Team: The Force,Kulbhushan Kharbanda,Log Mumbai ko sapno ka shehar kehte hai ... yahan par har ek ke sapne poore hote hai,People call Mumbai as the city of dreams ... over here everyone's dream gets fulfilled
2009,Tum Mile,Emraan Hashmi,Aam aadmi ki rai kabhi aam nahi hoti,The opinion of a common man can never be common
2009,Tum Mile,Emraan Hashmi,Kuch baatein reh jaati hai ankahi ... joh na kahun karo us par yakeen,Some conversations get left behind unsaid ... so believe in what I don't say
2009,Tum Mile,Emraan Hashmi,Shahenshahon ke taqt aam aadmi ke kandhon pe hi khade hote hai,The thrones of kings stand on the shoulders of the common man
2009,Wake Up Sid,Ranbir Kapoor,(Tum karte kya ho vaise?) - Main apne dad ke paise kharch karta hoon,(By the way what do you do?) - I spend my dad's money
2009,Wake Up Sid,Konkona Sen Sharma,Goals paane ki khushi tabhi mehsoos hoti hai ... jab usse kisi ke saath share kar sako,You feel the happiness of achieving goals ... when you can share that with someone
2009,Short Kut: The Con Is On,Arshad Warsi,Uska cash bhi bounce hota hai,Even his cash payment bounces
2009,Short Kut: The Con Is On,Akshaye Khanna,Jis chot se main zakhmi hua hoon ... ussi chot se ladunga,The wound that has injured me ... I will fight with that wound
2009,Short Kut: The Con Is On,Akshaye Khanna,"Tum kisi ka kaam chura sakte ho ... lekin uska hunar, uski kabiliyat nahi",You can steal someone's work ... but not their talent and their potential
2009,Short Kut: The Con Is On,Arshad Warsi,Zubaan mooh mein rakhne ke liye hoti hai ... tu kyun deta rehta hai logo ko yaar?,Promises should be kept inside the mouth ... why do you keep giving it to people?
2009,Short Kut: The Con Is On,Arshad Warsi,Life mein hai na ... sab kuch ekdum shortcut mein hona chahiye,In life ... everything should be done with a shortcut
2009,What's Your Raashee?,Dilip Joshi,Baimaani hi tikau shaadi shuda jeevan ki chaabi hai,Lying is the key to a stable married life
2009,What's Your Raashee?,Priyanka Chopra,Kamyab insaan wahi hota hai joh zindagi ke ahem faisle dil se nahi ... dimaag se leta hai,A successful person is one who takes the important decisions of life from the mind ... and not from the heart
2009,What's Your Raashee?,Priyanka Chopra,"I go out on all dates ... Sundates, Mondates all dates up till Saturdates","I go out on all days ... Sunday, Monday all days up till Saturday"
2009,What's Your Raashee?,Priyanka Chopra,Passion toh woh hai joh har pal tumhari life ko meaning deta hai,Passion is something which gives the meaning to every moment of your life
2009,What's Your Raashee?,Priyanka Chopra,Zindagi mein romance aate hi zindagi kitni magical ho jaati hogi na?,Life probably becomes so magical once romance comes into life?
1987,Dacait,Sunny Deol,"Insaan hi insaan ka sabse bada dushman hai ... insaan hi insaan pe zulm karta hai, usse lootta hai, uska ghar ujhaad deta hai","A human is the biggest enemy of a human ... a human is the one who does injustice on humans, steals him, destroys his home"
1987,Dacait,Suresh Oberoi,Gareeb ka jab bheja phirta hai na ... toh usse andook bandook kuch nahi dikhai deti ... chalao goli!,When the mind of a poor person goes crazy ... then he can't see any guns ... come on shoot me!
2009,Well Done Abba,Boman Irani,"Yeh fareban baaton ki machine gun ghumakar ... mere dil, dimaag aur gurde ka chindiyan bana diya","These cheaters spun the machine gun of talks ... and made pieces of my heart, brain and kidney"
2009,Well Done Abba,Boman Irani,Badi achchi baat hai ... din mein bhi raat hai ... chalo Allah hamare saath hai,It's alright ... there is night even during the day ... and Allah is with us
2009,Well Done Abba,Boman Irani,Bekaar mein nakko seena taan ... bolo mohabbat ki zubaan,Don't widen your chest for no use ... just speak the language of love
2009,Well Done Abba,Boman Irani,Makkaron se kabhi mat daro ... daro toh apne aap se ... aur daro toh dar darke zinda rehne se,Never fear cunning people ... if you want to fear then fear yourself ... and if you want to fear then fear from living in fear
2009,Well Done Abba,Sameer Dattani,"Kya khoob pehghaam aapne hai pesh kiya ... hatheli ka hai mail daulat, kya liya aur kya diya","What a great message you have given ... money is dust of the hand, what have you taken and what have you given"
2009,Well Done Abba,Minissha Lamba,Batlaiye kya cheez hoon jisse jahan mehake hai ... lakh sambhalo magar baar baar behake hai ... ishq hai naam uska jisse jahan mehake hai ... tere sandeshe mein joh bulbul ki tarah chehke hai,Tell me what is the thing with which the world gets it's fragrance ... no matter how much you take care of it but still it's intoxicated ... love is the name with which the world gets it's fragrance ... and it's chirping like a bulbul in your message
1987,Dadagiri,Amrish Puri,Saanp ke bil mein ghuskar zeharilay phanon se dushmani nahi lete ... varna khoon ke saath zehar bhi dil mein ghus jayega,You don't enter a snakes hole and build enmity with the poisonous fangs ... or else along with blood even poison will enter your heart
1987,Dadagiri,Govinda,Apna toh aaisa-hich hai ... lade bagair apun zero aur ladke apun hero,I'm like this only ... without fighting I'm a zero and with fighting I'm a hero
1987,Dadagiri,Dharmendra,Apan dada hai gareebon mein fakeeri ka ... lafdebaazon mein vasooli ka ... dada logon mein dadagiri ka,I'm the boss of poverty for the poor people ... I'm the boss of recovery for the problematic people ... I'm the boss of rowdyism for the rowdy people
1987,Dadagiri,Padmini Kolhapure,Sau din chor ke toh ek din thanedaar ka ... sau din zalim ke toh ek din mazloom ka,After 100 days of a thief there comes a day for the cop ... after 100 days of a cruel person there comes a day for the victim
1987,Dadagiri,Padmini Kolhapure,Log aasman se girkar bhi bach jaate hai ... aur marne waale hawa ke jhaunke se girkar mar jaate hai,"People escape even after falling from the sky ... and people who have to die, die simply even with the fall from a gust of wind"
1987,Dadagiri,Padmini Kolhapure,Agar aapne aainda hum mein aap kehkar nahi pukara ... toh hum aapko aaisa girra hua shabd kehkar pukarenge ... ki aap zindagi bhar apni hi nazaron se girre rahenge,If moving forward you don't call me with respect ... then I'll call you with such a dirty word ... that for your entire life you'll feel ashamed in your own eyes
1987,Dadagiri,Amrish Puri,"Mujhe gaali do, mujhe maaro, chaho toh mere jism se khaal alag kardo ... lekin mujhe apne rishtey se alag mat karo","Curse me, hit me, and if you want separate my skin from my body ... but don't separate me from your relation"
1987,Dadagiri,Amrish Puri,Main tolta pehle hoon aur bolta bad mein hoon,I weigh first and then I speak
1987,Hawalaat,Mithun Chakraborty,Mangal ke samne joh zabaan chalata hai ... Mangal uski taqdeer ki linen mitta deta hai,The one who talks in front of Mangal ... Mangal erases the lines of their destiny
1987,Hawalaat,Padmini Kolhapure,Aurat ke daman par agar ek baar daag lag jaata hai ... toh Ganga ka pavitra jal bhi usse nahi dho sakta,Once there is a mark on a woman's reputation ... then even the pure water from Ganges river can't clean it off
1987,Hawalaat,Mithun Chakraborty,Mangal ka rasta joh rokta hai ... Mangal uske liye maut ka darwaza khol deta hai,The one who blocks Mangal's path ... Mangal then opens the door of death for him
1987,Hawalaat,Mandakini,"Chalo dhabe mein sab kuch milega ... mutton kadi, alu badi, maa ki daal raita naal, fry machhi bachut achchi, shami kabab lajawab, paneer palak ... chalo balak","Let's go to the roadside restaurant, you'll get everything ... mutton curry, potato vegetable, mother's lentil soup with yogurt, very good fried fish, great shami kabab, cottage cheese in spinach ... let's go my son"
1987,Hifazat,Anil Kapoor,Bacha apni maa ki maar khake bada hota hai ... lekin apni maa ko maarne waala bacha tabah hota hai,Children grow up getting smacked by their mother ... but a child who hits his mother gets destroyed
1987,Hifazat,Pran,Khoon bahana bahut aasaan hai ... lekin khoon ko bachana bahut mushkil hai,It's very easy to shed blood ... but it's very hard to save your blood
1987,Hifazat,Anil Kapoor,Jis aulaad ke saath maa ka aashirwad aur baap ki dua ho ... woh haathon se nahi laaton se bhi kaam chala sakte hai,"A child that has the blessings of his mother and the prayers of his father ... forget his hands, he can even work with his legs"
1987,Hifazat,Anil Kapoor,Chhoton ko badhon ke samne cigarette nahi peeni chahiye ... aur taqatvar ko kamzor pe zulm nahi karna chahiye ... is liye agar koi cigarette peeye toh usse bhuja do ... aur koi zulm kare toh usse mitta do,Younger people should not smoke a cigarette in front of their elders ... and strong people should not do injustice on the weak ... hence if someone smokes a cigarette then blow it off ... and if someone does injustice then simply erase them
1987,Inaam Dus Hazaar,Sanjay Dutt,Tere teer-e-neemkash ko koi mere dil se pooche ... yeh khalish kahan se hoti joh jigar ke paar hota ... joh nigah ki thi zalim toh phir aankh kyun churai ... wohi teer kyun na maara joh jigar ke paar hota,Someone should ask my heart about your half drawn arrow ... where would this pain have come from if it had pierced through my body ... why did you look away from me after looking into my eyes ... why didn't you fire the arrow that would have pierced through my body
1987,Inaam Dus Hazaar,Raza Murad,Muskurate hue yun aaye woh maikhane mein ... ruk gayi saans chalakte hue paimaane mein,She came smiling into the bar in such a way that ... my breath stopped in the spilling goblet
1987,Inaam Dus Hazaar,Sanjay Dutt,"Is safar mein isse khoobsurat ghatna aur kya ho sakti hai ... ki tera haath, haath mein aa gaya ... chirag raah mein jal uthe",In this journey there cannot be a more beautiful event than this ... where your hand comes in my hand ... and the lamps on the road start to glow
1987,Hukumat,Shammi Kapoor,Josh mein koi burai nahi lekin usse hosh ke dariye mein hona chahiye,There is nothing bad with passion but it must stay within the limits of awareness
1987,Hukumat,Shammi Kapoor,"Kanoon ka sipahi, kanoon ki raksha ke liye jab kanoon ke dariye se bahar nikalta hai ... toh woh sar pe kafan bandkar nikalta hai","When a soldier of the law, steps out of the limits of the law to protect the law ...  then he leaves with a shroud tied on his head"
1987,Hukumat,Dharmendra,Ab na woh zalim rahenge na zulm rahega ... na kanoon se khilwar karne waale woh gaddar rahenge ... ab sirf kanoon rahega,Now neither will those cruel people remain nor will their cruelty ... neither will the traitors remain who play with the law ... now only the law will remain
1987,Hukumat,Shammi Kapoor,"Khuda toh sabko bacha sakta hai ... lekin jiska khuda na ho, usse koi nahi bacha sakta","God can save everyone ... but the one who doesn't believe in god, no one can save him"
1987,Hukumat,Dharmendra,"Hindustan par hukumat ek afsar ki nahi, kisi minister ki nahi, in Jamaal Sen jaise darindo ki nahi ... Hindustan par hukumat hai in masoom bachchon ki, Hindustan par hukumat hai Hindustani awaam ki, Hindustan par hukumat hai hum Hindustaniyon ki","India is not ruled by an officer, a minister, not even devils like Jamaal Sen ... India is ruled by these innocent children, India is ruled by its people, India is ruled by Indians"
1987,Hukumat,Shammi Kapoor,"Kanoon aur kanoon ke rakhwaalon ko saboot ki zaroorat us waqt tak padti hai, jab tak woh kanoon ki hadhon mein rehte hai ... lekin jis waqt woh kanoon ki hifazat ke liye un hadhon se bahar nikal jaate hai, toh phir saboot ki nahi ... goliyon ki zaroorat padti hai","The law and the people who protect the law need a proof, until they stay within the limits of the law ... but when they cross those limits to protect the law, then they don't need a proof ... they need bullets"
1987,Hukumat,Dharmendra,"Is duniya mein dard bahut hai aur baatne waale haath bahut kam hai ... phir bhi aagaaz hai yeh jisse anjaam tak nibhana hai ... khoon hai jab tak ragon mein, har zulm ko mitana hai","There is a lot of pain in this world and very few hands that want to share that ... but still this is a start that we have to fulfil till its end ... until we have blood running in our veins, we have to erase every cruel act"
1987,Khudgarz,Shatrughan Sinha,Aaj hum iska boti ka tukda tukda karke ... iska khoon ka ek ek boond choos loonga,Today I will chop his body into pieces ... and I will suck every drop of his blood
1987,Khudgarz,Shatrughan Sinha,Aaj humne tarakki ka pehla seedhi par kadam rakh liya hoon ... aur bahut jaldi itna oonchai pe pahunch jaonga ... ke humko dekhne ke liye tumko aakash ka baadal hatana padega,Today I have stepped on the first step of advancement ... and very soon I will reach such great heights ... that to see me you will have to move the clouds in the sky
1987,Khudgarz,Jeetendra,Is zameen se kabhi nafrat mat karna ... kyun ki aadmi jab oonchai se ludakta hai ... toh usse neeche is hi zameen par aana padta hai,Never hate the ground ... because when a man falls from the top ... then he has to come down on this ground itself
1987,Khudgarz,Kiran Kumar,Imaandari se chori karne mein ... chori pakdi nahi jaati,When you steal with honesty ... then you don't get caught
1987,Khudgarz,Kiran Kumar,Main pehle sirf kal hi ki soochta tha ... aur ab bahut door ki soochne laga hoon,Earlier I only used to think about tomorrow ... and now I think very far
